"","treatment","GP1","GP2","Akt_inh1","PKC_inh","PIP2_inh","MEK_inh","Akt_inh2","PKC_act","PKA_act","praf","pmek","plcg","PIP2","PIP3","p44.42","pakts473","PKA","PKC","P38","pjnk"
"5260","cd3cd28ly",1,0,0,0,0,0,0,0,0,63.8,51.4,9.06,13.3,8.2,14.9,24.6,523,26.2,40.7,18.8
"5261","cd3cd28ly",1,0,0,0,0,0,1,0,0,14.2,18.4,18.8,64.9,23.3,9.39,21.9,757,31.6,47.8,15.1
"5262","cd3cd28ly",1,0,0,0,0,0,0,0,0,42.9,20.4,37.2,117,83.5,13.8,21.9,578,13.1,33.4,172
"5263","cd3cd28ly",1,0,0,0,0,0,1,0,0,26.4,17.2,9.82,164,30.8,5.67,16,1219,4.96,19.1,86.6
"5264","cd3cd28ly",1,0,0,0,0,0,0,0,0,6.21,4.87,49.1,66.1,21.1,6.55,16.8,914,18.4,30.2,9.91
"5265","cd3cd28ly",1,0,0,0,0,0,1,0,0,31.6,20.7,13.7,16.3,4.53,19.5,30.8,449,33.4,44.9,13.3
"5266","cd3cd28ly",1,0,0,0,0,0,0,0,0,78.4,25.7,12.5,28.4,49.1,24.1,31.3,346,8.98,24.6,9.82
"5267","cd3cd28ly",1,0,0,0,0,0,1,0,0,30,9.31,18.6,19.3,13.5,8.13,33.1,466,6.26,34,107
"5268","cd3cd28ly",1,0,0,0,0,0,0,0,0,50.5,18.8,16.8,23.9,16.4,25,23.9,227,2.27,11.5,97.3
"5269","cd3cd28ly",1,0,0,0,0,0,1,0,0,23.9,20,8.51,99.1,18.3,5.28,20.2,813,13.2,32.5,19.6
"5270","cd3cd28ly",1,0,0,0,0,0,0,0,0,73.7,23.3,16,33.1,49.6,4.33,6.55,106,3.37,41.4,119
"5271","cd3cd28ly",1,0,0,0,0,0,1,0,0,11,14.7,15.8,42.9,18.3,16,33.4,362,37.9,56.7,45.3
"5272","cd3cd28ly",1,0,0,0,0,0,0,0,0,65.5,25.3,12.3,145,19.8,4.03,14.3,914,4.57,22.5,77.7
"5273","cd3cd28ly",1,0,0,0,0,0,1,0,0,21.7,8.2,9.31,17.5,63.2,7.43,15.7,429,7.3,17.6,58.8
"5274","cd3cd28ly",1,0,0,0,0,0,0,0,0,63.8,18.4,7.04,143,23.7,49.6,65.5,1433,2.33,16.4,60.4
"5275","cd3cd28ly",1,0,0,0,0,0,1,0,0,104,60.4,2.11,173,14.7,11.8,15.1,410,26.4,50.9,19.5
"5276","cd3cd28ly",1,0,0,0,0,0,0,0,0,25.7,18.4,8.06,22.1,44.5,17.2,26.2,284,28.1,44.5,23.1
"5277","cd3cd28ly",1,0,0,0,0,0,1,0,0,17.3,21.7,35.2,37.5,22.3,8.28,11.1,533,2.74,13.3,97.3
"5278","cd3cd28ly",1,0,0,0,0,0,0,0,0,8.43,36.8,24.1,22.9,9.39,14.7,20.4,685,12.5,15.1,5.09
"5279","cd3cd28ly",1,0,0,0,0,0,1,0,0,57.8,16.5,11.2,83.5,11.8,31.3,44.1,1794,18.1,35.5,11.7
"5280","cd3cd28ly",1,0,0,0,0,0,0,0,0,91.4,104,38.9,70.4,26.2,33.7,62.6,956,11.4,23.7,10.7
"5281","cd3cd28ly",1,0,0,0,0,0,1,0,0,79.9,36.5,8.13,93.9,8.43,9.91,16.7,644,20,39.2,7.3
"5282","cd3cd28ly",1,0,0,0,0,0,0,0,0,81.3,32.5,7.64,35.9,3.65,9.22,17.5,400,47,70.4,27.6
"5283","cd3cd28ly",1,0,0,0,0,0,1,0,0,107,30.5,1.95,9.47,7.91,54.7,82,1459,23.5,42.9,13.1
"5284","cd3cd28ly",1,0,0,0,0,0,0,0,0,99.1,36.2,16.7,17.9,17.5,1.63,21.5,956,31.3,52.3,22.5
"5285","cd3cd28ly",1,0,0,0,0,0,1,0,0,93.9,45.3,4.91,23.1,10.6,12.1,7.99,692,8.35,21.7,82.8
"5286","cd3cd28ly",1,0,0,0,0,0,0,0,0,38.9,18.4,13.7,14.9,10.5,8.58,23.3,410,6.44,12,80.6
"5287","cd3cd28ly",1,0,0,0,0,0,1,0,0,78.4,20.9,9.56,17,45.7,16.8,24.6,528,26.2,44.5,7.04
"5288","cd3cd28ly",1,0,0,0,0,0,0,0,0,33.1,26.4,15.1,11,15.1,18.6,27.9,828,21.5,37.2,10.6
"5289","cd3cd28ly",1,0,0,0,0,0,1,0,0,60.4,22.5,12.5,31.9,2.05,20.9,34.3,519,6.61,12.1,64.4
"5290","cd3cd28ly",1,0,0,0,0,0,0,0,0,70.4,23.1,6.15,331,49.6,34.9,70.4,1310,16.1,33.1,13.2
"5291","cd3cd28ly",1,0,0,0,0,0,1,0,0,51.9,29.4,61,121,79.9,9.82,27.9,1275,10.6,24.4,5.47
"5292","cd3cd28ly",1,0,0,0,0,0,0,0,0,93.9,27.4,5.52,16.5,26.2,10.6,14.3,204,5.47,19.1,109
"5293","cd3cd28ly",1,0,0,0,0,0,1,0,0,93.9,30.2,1.88,422,25.7,3.92,16.5,717,1,115,7.43
"5294","cd3cd28ly",1,0,0,0,0,0,0,0,0,33.1,9.31,14.9,12.6,7.84,17.2,75.7,2571,15.3,36.8,19.3
"5295","cd3cd28ly",1,0,0,0,0,0,1,0,0,37.9,19.6,1,184,24.8,19.3,30.8,588,20.4,28.6,26.2
"5296","cd3cd28ly",1,0,0,0,0,0,0,0,0,45.3,27.9,5.62,87.4,15.4,4.26,19.1,866,20.4,38.9,26.4
"5297","cd3cd28ly",1,0,0,0,0,0,1,0,0,105,80.6,18.4,8.98,7.5,16.3,26.2,414,11,13.2,10.5
"5298","cd3cd28ly",1,0,0,0,0,0,0,0,0,75,31.9,11.7,93.1,16,3.22,15.4,95.6,11.8,33.1,42.2
"5299","cd3cd28ly",1,0,0,0,0,0,1,0,0,98.2,21.5,7.43,75,20.5,6.92,10.8,496,27.9,48.7,16.7
"5300","cd3cd28ly",1,0,0,0,0,0,0,0,0,78.4,24.8,5.88,163,26.9,13,25,638,27.1,44.9,13.6
"5301","cd3cd28ly",1,0,0,0,0,0,1,0,0,147,31.1,17.3,19.1,11.5,11.7,23.3,599,36.5,57.3,14.2
"5302","cd3cd28ly",1,0,0,0,0,0,0,0,0,14.5,13,7.04,17.9,1.68,9.22,22.7,445,16,35.5,10.6
"5303","cd3cd28ly",1,0,0,0,0,0,1,0,0,121,33.7,4.14,90.6,29.4,6.26,7.04,181,8.74,24.6,90.6
"5304","cd3cd28ly",1,0,0,0,0,0,0,0,0,89.8,32.8,8.2,36.8,35.2,12.9,26.7,717,2.17,11.7,24.8
"5305","cd3cd28ly",1,0,0,0,0,0,1,0,0,31.3,13.1,9.22,101,12.4,6.73,13.6,422,19.6,33.1,10
"5306","cd3cd28ly",1,0,0,0,0,0,0,0,0,27.9,17.8,9.31,112,12.5,4.7,8.98,198,26.2,50.5,15.1
"5307","cd3cd28ly",1,0,0,0,0,0,1,0,0,59.9,16.4,29.7,71.7,119,12.7,15.7,429,17.6,37.9,21.1
"5308","cd3cd28ly",1,0,0,0,0,0,0,0,0,44.5,20.7,24.1,186,45.7,13.6,29.7,461,15.7,36.2,12.4
"5309","cd3cd28ly",1,0,0,0,0,0,1,0,0,85.1,22.9,48.7,69.2,12.2,11.1,23.3,649,21.3,58.3,10.6
"5310","cd3cd28ly",1,0,0,0,0,0,0,0,0,191,84.3,13.8,207,38.2,6.61,37.2,1322,3.28,3.96,2.25
"5311","cd3cd28ly",1,0,0,0,0,0,1,0,0,106,22.9,2.59,83.5,27.4,29.7,38.9,396,11.2,20.5,9.56
"5312","cd3cd28ly",1,0,0,0,0,0,0,0,0,40.3,19.6,6.73,311,92.2,5.38,9.56,588,16,38.5,11.2
"5313","cd3cd28ly",1,0,0,0,0,0,1,0,0,55.7,49.6,4.26,12.5,33.4,3.89,14.6,9.73,17.2,45.7,95.6
"5314","cd3cd28ly",1,0,0,0,0,0,0,0,0,45.3,29.2,4.33,14.5,6.38,8.43,20.9,533,78.4,127,16.7
"5315","cd3cd28ly",1,0,0,0,0,0,1,0,0,108,79.9,42.6,77,8.98,34.9,61.5,1197,6.79,14.1,58.3
"5316","cd3cd28ly",1,0,0,0,0,0,0,0,0,108,51.4,10.8,54.2,20,25,32.8,259,6.73,12.1,34.9
"5317","cd3cd28ly",1,0,0,0,0,0,1,0,0,59.9,19.1,8.2,149,29.7,12.3,20.5,552,13.8,31.3,16.1
"5318","cd3cd28ly",1,0,0,0,0,0,0,0,0,69.8,22.3,13.5,418,87.4,6.44,46.6,259,19.5,39.6,15.8
"5319","cd3cd28ly",1,0,0,0,0,0,1,0,0,85.1,27.6,2.35,9.56,21.9,10.2,25.7,514,20.2,50.9,9.47
"5320","cd3cd28ly",1,0,0,0,0,0,0,0,0,120,48.3,13.9,10.6,11.3,6.67,25.3,429,3.75,45.3,233
"5321","cd3cd28ly",1,0,0,0,0,0,1,0,0,151,44.5,5.62,142,13,6.38,11.7,259,14.5,37.5,12
"5322","cd3cd28ly",1,0,0,0,0,0,0,0,0,120,99.1,7.1,135,28.1,7.43,20.7,638,5.83,27.4,136
"5323","cd3cd28ly",1,0,0,0,0,0,1,0,0,131,115,10.3,58.8,10.5,21.9,34,478,8.35,22.3,10.2
"5324","cd3cd28ly",1,0,0,0,0,0,0,0,0,133,57.3,10.3,15.1,1.13,5.78,40,626,6.79,12.4,37.9
"5325","cd3cd28ly",1,0,0,0,0,0,1,0,0,106,35.5,15,18.6,9.56,8.2,20.7,679,24.4,47,13.2
"5326","cd3cd28ly",1,0,0,0,0,0,0,0,0,22.9,17.9,35.2,63.2,23.5,7.37,11.1,523,35.9,58.3,13.8
"5327","cd3cd28ly",1,0,0,0,0,0,1,0,0,35.9,16.8,17.3,198,33.1,17.3,35.2,294,1.51,9.22,72.3
"5328","cd3cd28ly",1,0,0,0,0,0,0,0,0,47,44.9,11.1,13.9,37.9,24.8,20,547,18.3,44.5,17.8
"5329","cd3cd28ly",1,0,0,0,0,0,1,0,0,38.9,26.9,11,68.5,17.5,18.9,25.5,418,40,62.6,22.3
"5330","cd3cd28ly",1,0,0,0,0,0,0,0,0,54.7,28.4,12.7,53.3,85.1,38.2,57.3,882,28.9,46.6,19.3
"5331","cd3cd28ly",1,0,0,0,0,0,1,0,0,46.6,20.4,19.5,27.4,9.06,19.1,18.8,583,14.5,34,13.6
"5332","cd3cd28ly",1,0,0,0,0,0,0,0,0,78.4,32.8,15.1,13.3,11,7.91,22.5,1094,17.6,36.8,14.5
"5333","cd3cd28ly",1,0,0,0,0,0,1,0,0,49.1,24.8,10.6,18.1,25.3,12.4,28.9,389,7.43,20.5,69.8
"5334","cd3cd28ly",1,0,0,0,0,0,0,0,0,59.4,18.3,5.67,143,42.9,15.4,28.4,483,18.4,28.6,10.2
"5335","cd3cd28ly",1,0,0,0,0,0,1,0,0,109,38.2,7.91,14.5,25.3,23.7,28.4,487,21.3,39.6,24.6
"5336","cd3cd28ly",1,0,0,0,0,0,0,0,0,78.4,76.4,3.37,147,8.35,5.94,18.6,737,3.4,18.6,66.7
"5337","cd3cd28ly",1,0,0,0,0,0,1,0,0,39.2,12.3,12.1,132,17.9,11,20.9,973,13.9,29.2,19.1
"5338","cd3cd28ly",1,0,0,0,0,0,0,0,0,89,34.9,13.9,27.4,87.4,14.1,21.1,638,22.9,28.9,15.8
"5339","cd3cd28ly",1,0,0,0,0,0,1,0,0,74.3,17.8,8.51,123,34,44.1,67.3,400,17.2,46.6,25
"5340","cd3cd28ly",1,0,0,0,0,0,0,0,0,47.4,22.9,3.11,15.7,9.91,10.6,23.9,400,17.6,32.2,12.2
"5341","cd3cd28ly",1,0,0,0,0,0,1,0,0,60.4,24.8,11.1,1114,126,7.43,9.65,615,1.13,112,6.1
"5342","cd3cd28ly",1,0,0,0,0,0,0,0,0,80.6,20.9,13.6,76.4,20.2,28.9,35.5,246,8.2,18.4,74.3
"5343","cd3cd28ly",1,0,0,0,0,0,1,0,0,21.5,18.1,9.56,108,26.2,10.5,7.5,433,10.4,24.4,10.9
"5344","cd3cd28ly",1,0,0,0,0,0,0,0,0,189,61,10.5,150,25.7,9.47,26.9,552,4.03,15.3,62.1
"5345","cd3cd28ly",1,0,0,0,0,0,1,0,0,31.6,16.8,6.61,3.52,5.67,16.4,39.6,1009,2.19,23.9,112
"5346","cd3cd28ly",1,0,0,0,0,0,0,0,0,115,36.8,11.3,17.6,3.59,36.5,51.9,316,9.47,18.8,2.11
"5347","cd3cd28ly",1,0,0,0,0,0,1,0,0,114,59.4,7.91,17.3,31.3,18.8,27.1,322,25.3,52.3,35.5
"5348","cd3cd28ly",1,0,0,0,0,0,0,0,0,17.9,25.3,22.7,43.3,91.4,13.8,20.4,429,6.15,15.3,91.4
"5349","cd3cd28ly",1,0,0,0,0,0,1,0,0,39.2,14.5,1.96,215,33.4,8.9,20.7,437,6.26,17.8,17.2
"5350","cd3cd28ly",1,0,0,0,0,0,0,0,0,126,142,17.3,10,3.25,7.64,28.4,382,8.58,20,8.58
"5351","cd3cd28ly",1,0,0,0,0,0,1,0,0,35.9,22.7,7.7,22.9,9.73,6.73,15,610,28.1,44.9,17.3
"5352","cd3cd28ly",1,0,0,0,0,0,0,0,0,207,56.7,3.52,172,20,5.67,19.3,316,17.8,48.3,56.7
"5353","cd3cd28ly",1,0,0,0,0,0,1,0,0,62.1,27.6,16.1,37.5,32.8,19.5,38.9,470,3.59,27.1,96.5
"5354","cd3cd28ly",1,0,0,0,0,0,0,0,0,101,39.2,33.4,91.4,52.8,8.43,27.9,223,15.4,30.5,5.73
"5355","cd3cd28ly",1,0,0,0,0,0,1,0,0,15.1,14.7,4.07,19.5,38.2,2.94,18.4,3.4,21.5,46.6,15.7
"5356","cd3cd28ly",1,0,0,0,0,0,0,0,0,105,105,7.7,26.4,25.9,7.04,38.5,890,23.5,59.4,200
"5357","cd3cd28ly",1,0,0,0,0,0,1,0,0,62.6,33.4,10.1,51.9,18.3,17.5,32.8,313,31.6,53.8,12.7
"5358","cd3cd28ly",1,0,0,0,0,0,0,0,0,30.5,27.9,13,20.5,5.57,4.78,15.3,615,45.7,77.7,14.1
"5359","cd3cd28ly",1,0,0,0,0,0,1,0,0,5.99,19.3,9.73,10.9,48.3,16.5,24.6,679,53.3,73,25
"5360","cd3cd28ly",1,0,0,0,0,0,0,0,0,8.82,4.96,8.98,17.5,56.7,11,21.9,389,20.9,49.1,13.3
"5361","cd3cd28ly",1,0,0,0,0,0,1,0,0,37.2,20.9,13.7,26.2,63.2,6.44,15.8,578,3.79,16.5,47.8
"5362","cd3cd28ly",1,0,0,0,0,0,0,0,0,16.3,9.47,10.2,65.5,28.6,13.3,24.6,692,13.8,29.2,41
"5363","cd3cd28ly",1,0,0,0,0,0,1,0,0,24.6,35.9,10.6,11.7,31.6,15.5,26.9,407,48.7,84.3,30
"5364","cd3cd28ly",1,0,0,0,0,0,0,0,0,75.7,21.1,25.9,122,66.1,23.7,39.6,328,23.5,41.8,8.66
"5365","cd3cd28ly",1,0,0,0,0,0,1,0,0,80.6,34,8.43,127,23.5,38.2,62.6,2091,2.33,3.4,6.79
"5366","cd3cd28ly",1,0,0,0,0,0,0,0,0,33.1,11.2,13.2,86.6,10.8,26.2,39.6,382,49.1,73,20.2
"5367","cd3cd28ly",1,0,0,0,0,0,1,0,0,33.4,15.7,2.62,271,33.4,8.58,16.7,509,12.1,25.9,20.9
"5368","cd3cd28ly",1,0,0,0,0,0,0,0,0,34.3,16.4,16.1,21.5,5.78,25.7,45.7,433,13.5,32.2,18.4
"5369","cd3cd28ly",1,0,0,0,0,0,1,0,0,44.9,20.4,18.4,23.7,7.17,11.5,19.8,337,17.6,45.7,25.3
"5370","cd3cd28ly",1,0,0,0,0,0,0,0,0,36.5,16.3,17.5,42.6,58.3,8.74,20.9,599,31.9,76.4,20.9
"5371","cd3cd28ly",1,0,0,0,0,0,1,0,0,138,39.2,1.88,149,15.3,10.6,15.4,737,1,82.8,5.67
"5372","cd3cd28ly",1,0,0,0,0,0,0,0,0,68.5,34.6,20.2,40,65.5,11.7,24.8,583,22.7,47.8,22.9
"5373","cd3cd28ly",1,0,0,0,0,0,1,0,0,13.7,7.5,16.7,8.06,10.9,14.7,27.9,538,14.6,34.3,13.3
"5374","cd3cd28ly",1,0,0,0,0,0,0,0,0,75.7,44.9,6.98,50,11.1,10.8,17,594,18.4,26.2,15.8
"5375","cd3cd28ly",1,0,0,0,0,0,1,0,0,35.9,36.8,2.25,3.62,12.7,9.82,21.5,519,1.72,18.3,78.4
"5376","cd3cd28ly",1,0,0,0,0,0,0,0,0,69.8,28.6,2.11,181,28.6,14.2,47.8,730,25.5,42.6,22.7
"5377","cd3cd28ly",1,0,0,0,0,0,1,0,0,68.5,39.6,16.3,21.7,34.3,4.91,22.3,403,24.6,41.8,15.7
"5378","cd3cd28ly",1,0,0,0,0,0,0,0,0,38.9,16,1.68,186,29.4,58.3,96.5,1611,2.46,8.13,22.5
"5379","cd3cd28ly",1,0,0,0,0,0,1,0,0,35.2,29.7,18.3,47.8,48.3,17.2,31.1,445,10.1,17.6,10
"5380","cd3cd28ly",1,0,0,0,0,0,0,0,0,29.7,20.2,12.7,22.7,5.88,11.1,23.7,237,25.3,42.9,17.2
"5381","cd3cd28ly",1,0,0,0,0,0,1,0,0,61.5,23.9,25.7,122,35.2,104,160,649,2.02,10,73
"5382","cd3cd28ly",1,0,0,0,0,0,0,0,0,129,42.9,2.97,4.26,6.1,8.13,19.3,346,8.28,26.9,50
"5383","cd3cd28ly",1,0,0,0,0,0,1,0,0,91.4,27.6,6.98,25.3,26.4,5.23,12.5,906,25.5,45.3,17.3
"5384","cd3cd28ly",1,0,0,0,0,0,0,0,0,66.7,23.7,9.39,16,40,17.3,29.2,407,15.7,41.8,7.57
"5385","cd3cd28ly",1,0,0,0,0,0,1,0,0,79.1,31.1,18.4,44.5,26.7,4.07,19.3,965,11.9,16.3,9.91
"5386","cd3cd28ly",1,0,0,0,0,0,0,0,0,61,42.6,1,334,22.1,8.06,32.5,820,6.04,12.3,4.78
"5387","cd3cd28ly",1,0,0,0,0,0,1,0,0,51.9,16.8,11.4,12.6,16.7,2.81,20.5,858,14.1,28.9,14.3
"5388","cd3cd28ly",1,0,0,0,0,0,0,0,0,13.7,9.82,5.33,109,29.4,25.3,38.5,445,15.3,24.6,9.31
"5389","cd3cd28ly",1,0,0,0,0,0,1,0,0,22.5,14.2,7.04,195,31.6,43.7,63.8,1486,8.98,24.1,8.28
"5390","cd3cd28ly",1,0,0,0,0,0,0,0,0,46.1,21.9,1.45,2.76,7.1,11.1,25.5,638,18.8,36.2,13.9
"5391","cd3cd28ly",1,0,0,0,0,0,1,0,0,13.7,25.9,23.9,36.8,11.9,8.28,21.9,799,25.7,47.8,16.1
"5392","cd3cd28ly",1,0,0,0,0,0,0,0,0,27.4,14.1,18.8,20.5,3.4,10.9,16.4,196,17.5,35.2,15.1
"5393","cd3cd28ly",1,0,0,0,0,0,1,0,0,73.7,30,23.5,73.7,23.9,8.82,21.3,813,17.3,41.8,8.2
"5394","cd3cd28ly",1,0,0,0,0,0,0,0,0,17.2,21.9,13.3,12.2,19.8,4.29,2.74,445,20.9,25.7,20.2
"5395","cd3cd28ly",1,0,0,0,0,0,1,0,0,59.4,20.7,15.7,28.1,15.5,23.5,26.2,389,4.03,18.4,77.7
"5396","cd3cd28ly",1,0,0,0,0,0,0,0,0,67.3,30.2,12.6,667,86.6,24.1,41.8,253,7.23,13.8,6.98
"5397","cd3cd28ly",1,0,0,0,0,0,1,0,0,39.2,18.9,12.3,47,25.9,30.8,45.3,457,9.82,27.6,75
"5398","cd3cd28ly",1,0,0,0,0,0,0,0,0,67.9,31.3,9.56,91.4,23.5,51.9,82.8,2207,24.1,43.7,8.98
"5399","cd3cd28ly",1,0,0,0,0,0,1,0,0,52.3,45.7,5.62,129,19.1,30.2,64.4,673,57.8,84.3,31.1
"5400","cd3cd28ly",1,0,0,0,0,0,0,0,0,89,38.2,7.17,13.2,18.4,18.8,25,349,20.4,34,17.9
"5401","cd3cd28ly",1,0,0,0,0,0,1,0,0,54.2,20.7,1,105,13.1,22.3,42.9,1134,2.15,7.77,76.4
"5402","cd3cd28ly",1,0,0,0,0,0,0,0,0,51.9,58.8,6.44,176,10.3,4.37,18.3,851,13.1,25.7,21.1
"5403","cd3cd28ly",1,0,0,0,0,0,1,0,0,31.3,10.4,10.7,118,29.4,19.8,27.6,322,23.9,39.2,22.3
"5404","cd3cd28ly",1,0,0,0,0,0,0,0,0,69.8,34.6,9.65,223,36.8,12.4,18.4,851,1.51,72.3,11.3
"5405","cd3cd28ly",1,0,0,0,0,0,1,0,0,28.9,29.4,23.7,50.9,93.9,6.98,19.1,552,15.5,29.2,12.7
"5406","cd3cd28ly",1,0,0,0,0,0,0,0,0,95.6,49.1,4.41,141,10.8,9.91,20.5,519,20,44.5,15.5
"5407","cd3cd28ly",1,0,0,0,0,0,1,0,0,47.4,21.7,7.37,16.8,5.57,16.7,23.3,325,17.2,32.2,16.1
"5408","cd3cd28ly",1,0,0,0,0,0,0,0,0,61.5,40.7,11.3,90.6,20.4,3.96,7.04,186,17.2,34.3,12.7
"5409","cd3cd28ly",1,0,0,0,0,0,1,0,0,40.7,25,23.9,264,58.8,15.8,33.7,638,20.9,35.9,9.22
"5410","cd3cd28ly",1,0,0,0,0,0,0,0,0,46.1,29.7,9.73,13.7,8.51,24.6,36.2,483,19.8,36.2,9.39
"5411","cd3cd28ly",1,0,0,0,0,0,1,0,0,32.8,19.1,5.62,19.8,13.9,21.9,33.7,368,25.7,49.6,13.3
"5412","cd3cd28ly",1,0,0,0,0,0,0,0,0,93.9,23.3,5.99,219,38.2,10.2,20.5,594,11.1,23.7,5.38
"5413","cd3cd28ly",1,0,0,0,0,0,1,0,0,67.3,33.4,20.5,25,1.78,7.99,16.3,667,11,34,9.14
"5414","cd3cd28ly",1,0,0,0,0,0,0,0,0,37.2,11.8,17.9,16.1,17.9,13.1,62.6,2864,32.2,62.6,37.5
"5415","cd3cd28ly",1,0,0,0,0,0,1,0,0,38.2,22.5,13.2,8.66,9.14,6.1,6.61,470,4,21.1,115
"5416","cd3cd28ly",1,0,0,0,0,0,0,0,0,20.7,22.7,21.7,21.7,14.6,9.65,45.7,1104,5.28,43.3,205
"5417","cd3cd28ly",1,0,0,0,0,0,1,0,0,13.6,13.7,5.94,10.3,17.2,8.2,24.6,429,24.1,51.9,20
"5418","cd3cd28ly",1,0,0,0,0,0,0,0,0,173,193,10.8,14.3,9.14,17.6,31.3,248,20.4,58.8,20.7
"5419","cd3cd28ly",1,0,0,0,0,0,1,0,0,14.7,18.6,11.2,45.3,10.1,22.5,27.4,209,11.1,33.1,16
"5420","cd3cd28ly",1,0,0,0,0,0,0,0,0,75,25,5.28,133,44.1,31.3,53.3,1000,15.8,42.9,64.4
"5421","cd3cd28ly",1,0,0,0,0,0,1,0,0,85.8,67.3,8.06,32.2,31.3,35.2,40,403,2.59,25.3,49.6
"5422","cd3cd28ly",1,0,0,0,0,0,0,0,0,87.4,44.5,34.6,47.8,17.2,18.6,33.7,300,10.9,32.2,46.1
"5423","cd3cd28ly",1,0,0,0,0,0,1,0,0,38.2,24.4,22.9,20.2,11.1,3.19,23.3,851,2.86,11.3,31.6
"5424","cd3cd28ly",1,0,0,0,0,0,0,0,0,38.2,24.1,1.21,514,59.9,26.9,41.8,509,3.72,23.9,154
"5425","cd3cd28ly",1,0,0,0,0,0,1,0,0,40,12.2,11.2,21.5,44.1,21.7,32.2,478,15.3,41.8,18.8
"5426","cd3cd28ly",1,0,0,0,0,0,0,0,0,77.7,20.9,45.7,50.9,16.8,32.8,48.7,1433,17.2,31.9,7.91
"5427","cd3cd28ly",1,0,0,0,0,0,1,0,0,74.3,29.7,2.46,219,13,9.06,20.4,750,48.3,89,31.3
"5428","cd3cd28ly",1,0,0,0,0,0,0,0,0,41.8,20.2,9.47,149,41.4,34.9,75.7,1241,3.08,24.8,25.5
"5429","cd3cd28ly",1,0,0,0,0,0,1,0,0,49.1,22.1,2.79,83.5,16.4,8.9,15.5,449,20.7,39.2,23.5
"5430","cd3cd28ly",1,0,0,0,0,0,0,0,0,50,27.1,7.7,16,41,8.82,11.8,784,22.7,47.8,15.3
"5431","cd3cd28ly",1,0,0,0,0,0,1,0,0,29.2,45.7,7.04,62.1,17,10.1,23.5,685,13.8,36.2,104
"5432","cd3cd28ly",1,0,0,0,0,0,0,0,0,80.6,36.8,6.92,98.2,17.6,13.6,21.3,626,11.3,42.2,153
"5433","cd3cd28ly",1,0,0,0,0,0,1,0,0,65.5,32.2,9.39,15.5,13.5,7.77,23.9,1554,15.7,32.2,8.98
"5434","cd3cd28ly",1,0,0,0,0,0,0,0,0,179,55.7,18.8,509,80.6,11.5,16,164,25,33.7,15
"5435","cd3cd28ly",1,0,0,0,0,0,1,0,0,34,24.1,3.65,47.8,31.9,22.5,59.9,1358,38.9,67.3,18.9
"5436","cd3cd28ly",1,0,0,0,0,0,0,0,0,55.7,35.5,47.4,73,176,8.98,20.9,552,16.3,25.5,13
"5437","cd3cd28ly",1,0,0,0,0,0,1,0,0,80.6,36.5,4.61,89,10.2,19.5,28.9,533,10.5,23.9,50.9
"5438","cd3cd28ly",1,0,0,0,0,0,0,0,0,31.3,32.8,10.6,25.7,49.1,11.4,38.9,1596,23.9,51.4,13.1
"5439","cd3cd28ly",1,0,0,0,0,0,1,0,0,49.6,32.2,17.9,7.84,9.31,6.79,13.5,604,16.3,28.9,11.1
"5440","cd3cd28ly",1,0,0,0,0,0,0,0,0,167,79.1,31.6,49.1,23.7,13.2,17.3,500,13.9,30,15.4
"5441","cd3cd28ly",1,0,0,0,0,0,1,0,0,71.7,50.9,5.73,130,8.74,13.3,28.4,478,1.23,18.8,114
"5442","cd3cd28ly",1,0,0,0,0,0,0,0,0,66.1,47.4,6.49,26.9,34.6,8.98,31.9,453,1.3,13.8,79.9
"5443","cd3cd28ly",1,0,0,0,0,0,1,0,0,52.8,14.6,25.7,178,41.8,6.21,10.8,255,16.8,36.8,17
"5444","cd3cd28ly",1,0,0,0,0,0,0,0,0,123,27.4,10.8,13.7,42.6,5.05,15.3,939,13.9,25.7,9.31
"5445","cd3cd28ly",1,0,0,0,0,0,1,0,0,47.4,22.5,1.91,229,23.1,11,27.4,573,13.2,40.3,17.8
"5446","cd3cd28ly",1,0,0,0,0,0,0,0,0,21.5,18.1,7.3,34.9,15.7,9.47,14.2,644,3.55,16.3,33.1
"5447","cd3cd28ly",1,0,0,0,0,0,1,0,0,42.2,13.5,13.8,68.5,31.9,4.78,34.6,422,28.6,42.6,20.2
"5448","cd3cd28ly",1,0,0,0,0,0,0,0,0,9.65,16.1,12.4,21.7,1.47,13,35.2,470,24.1,43.7,23.1
"5449","cd3cd28ly",1,0,0,0,0,0,1,0,0,28.9,21.5,8.74,15.8,35.5,3.46,21.9,355,17.8,44.1,11.8
"5450","cd3cd28ly",1,0,0,0,0,0,0,0,0,93.9,44.5,12.1,10,4.29,25.3,32.2,396,3.19,26.4,99.1
"5451","cd3cd28ly",1,0,0,0,0,0,1,0,0,69.8,20.9,4.53,5.67,4.41,25,39.6,319,16.5,40.7,75.7
"5452","cd3cd28ly",1,0,0,0,0,0,0,0,0,41.8,14.6,8.2,15.7,16,8.74,11.9,382,15.7,35.5,4.78
"5453","cd3cd28ly",1,0,0,0,0,0,1,0,0,12,21.3,11.3,74.3,13.8,7.91,20,939,30.2,48.7,5.67
"5454","cd3cd28ly",1,0,0,0,0,0,0,0,0,31.1,23.9,21.9,19.1,10.1,13.2,20.7,505,6.79,17.3,13.8
"5455","cd3cd28ly",1,0,0,0,0,0,1,0,0,62.1,30.2,17.8,15.4,6.55,8.13,22.1,457,10,17.6,8.13
